,LINK_NO,RDS_MAN_NO,RN,RN_CD,SP,EP,LUX
1294,LINK_1294,571,역삼로5길,4166651,"[37.495009832116324, 127.0320016793054]","[37.49514553932705, 127.03193693883252]",85.191
1295,LINK_1295,571,역삼로5길,4166651,"[37.49514553932705, 127.03193693883252]","[37.495467424784906, 127.03178336851414]",85.191
1296,LINK_1296,579,역삼로63길,4166652,"[37.501142233601044, 127.05264870404221]","[37.501812569943276, 127.05232966654438]",0.0
1297,LINK_1297,579,역삼로63길,4166652,"[37.501812569943276, 127.05232966654438]","[37.50207017300326, 127.05220705732236]",0.0
1298,LINK_1298,579,역삼로63길,4166652,"[37.50207017300326, 127.05220705732236]","[37.502221832967116, 127.05213487141113]",0.0
1299,LINK_1299,579,역삼로63길,4166652,"[37.502221832967116, 127.05213487141113]","[37.50250171301322, 127.0520016677807]",0.0
1300,LINK_1300,579,역삼로63길,4166652,"[37.50250171301322, 127.0520016677807]","[37.50288245307703, 127.05182044372444]",0.0
1301,LINK_1301,696,역삼로63길,4166652,"[37.50250171301322, 127.0520016677807]","[37.502245095582154, 127.0511609041913]",0.0
1302,LINK_1302,572,역삼로7길,4166663,"[37.49406754069412, 127.03339765037495]","[37.49445944453185, 127.03321146054388]",24.357
1303,LINK_1303,572,역삼로7길,4166663,"[37.49445944453185, 127.03321146054388]","[37.49571976855743, 127.03261270246384]",0.0
1304,LINK_1304,1088,역삼로7길,4166663,"[37.49445944453185, 127.03321146054388]","[37.49420240945759, 127.03238687463886]",0.0
1305,LINK_1305,589,역삼로8길,4166670,"[37.49406754069412, 127.03339765037495]","[37.49259952969837, 127.03410247197685]",24.357
1306,LINK_1306,573,역삼로9길,4166675,"[37.494203355284185, 127.033836458349]","[37.49438844673632, 127.03367465243488]",0.0
1307,LINK_1307,573,역삼로9길,4166675,"[37.49438844673632, 127.03367465243488]","[37.494696752873566, 127.03376609728977]",52.754
1308,LINK_1308,573,역삼로9길,4166675,"[37.494696752873566, 127.03376609728977]","[37.494809769011844, 127.03348702836088]",85.191
1309,LINK_1309,573,역삼로9길,4166675,"[37.494809769011844, 127.03348702836088]","[37.49522159564873, 127.03372737769264]",56.794
1310,LINK_1310,573,역삼로9길,4166675,"[37.49522159564873, 127.03372737769264]","[37.49550380255891, 127.03377555870709]",137.945
1311,LINK_1311,573,역삼로9길,4166675,"[37.49550380255891, 127.03377555870709]","[37.49573706065865, 127.03381452541115]",56.794
1312,LINK_1312,573,역삼로9길,4166675,"[37.49573706065865, 127.03381452541115]","[37.496035801802016, 127.03366113295492]",106.965
1313,LINK_1313,547,테헤란로10길,4166714,"[37.49929571636471, 127.03195753052587]","[37.4983245540589, 127.03241872015532]",0.0
1314,LINK_1314,547,테헤란로10길,4166714,"[37.4983245540589, 127.03241872015532]","[37.497629112192115, 127.03274897011046]",78.568
1315,LINK_1315,547,테헤란로10길,4166714,"[37.497629112192115, 127.03274897011046]","[37.4971177127152, 127.03299180934242]",50.171
1316,LINK_1316,547,테헤란로10길,4166714,"[37.4971177127152, 127.03299180934242]","[37.49645938601178, 127.03330442341185]",56.794
1317,LINK_1317,547,테헤란로10길,4166714,"[37.49645938601178, 127.03330442341185]","[37.49599478021371, 127.03352503169896]",81.151
1318,LINK_1318,521,테헤란로13길,4166718,"[37.499553383795465, 127.03278629894932]","[37.500223776243416, 127.03246189986449]",0.0
1319,LINK_1319,521,테헤란로13길,4166718,"[37.500223776243416, 127.03246189986449]","[37.5006085603091, 127.03227570957851]",21.774
1320,LINK_1320,521,테헤란로13길,4166718,"[37.5006085603091, 127.03227570957851]","[37.5011535526328, 127.03201198004112]",74.52799999999999
1321,LINK_1321,521,테헤란로13길,4166718,"[37.5011535526328, 127.03201198004112]","[37.50129151272372, 127.0319452221912]",56.794
1322,LINK_1322,521,테헤란로13길,4166718,"[37.50129151272372, 127.0319452221912]","[37.50166495994336, 127.03176450695786]",56.794
1323,LINK_1323,521,테헤란로13길,4166718,"[37.50166495994336, 127.03176450695786]","[37.50201760024698, 127.03159385805687]",0.0
1324,LINK_1324,521,테헤란로13길,4166718,"[37.50201760024698, 127.03159385805687]","[37.5023519387636, 127.03143206668457]",81.151
1325,LINK_1325,521,테헤란로13길,4166718,"[37.5023519387636, 127.03143206668457]","[37.50240489692476, 127.03140643847284]",28.397
1326,LINK_1326,521,테헤란로13길,4166718,"[37.50240489692476, 127.03140643847284]","[37.502725376122775, 127.03125134633929]",28.397
1327,LINK_1327,521,테헤란로13길,4166718,"[37.502725376122775, 127.03125134633929]","[37.503033609048174, 127.03110218544676]",81.151
1328,LINK_1328,521,테헤란로13길,4166718,"[37.503033609048174, 127.03110218544676]","[37.50325766324377, 127.03069176665123]",52.754
1329,LINK_1329,521,테헤란로13길,4166718,"[37.50325766324377, 127.03069176665123]","[37.50351340021008, 127.03022330640707]",85.191
1330,LINK_1330,521,테헤란로13길,4166718,"[37.50351340021008, 127.03022330640707]","[37.50364465481025, 127.03016066854477]",113.588
1331,LINK_1331,1173,테헤란로13길,4166718,"[37.50166495994336, 127.03176450695786]","[37.50139838538282, 127.03089226571808]",0.0
1332,LINK_1332,1176,테헤란로13길,4166718,"[37.50201760024698, 127.03159385805687]","[37.501898077244675, 127.03122413641171]",81.151
1333,LINK_1333,1176,테헤란로13길,4166718,"[37.501898077244675, 127.03122413641171]","[37.50180209565556, 127.0310733701426]",85.191
1334,LINK_1334,1177,테헤란로13길,4166718,"[37.500223776243416, 127.03246189986449]","[37.500476496992505, 127.03327809133036]",21.774
1335,LINK_1335,1177,테헤란로13길,4166718,"[37.500476496992505, 127.03327809133036]","[37.500672329487536, 127.03334341573203]",28.397
1336,LINK_1336,1535,테헤란로13길,4166718,"[37.502725376122775, 127.03125134633929]","[37.50261923501215, 127.03090529728183]",81.151
1337,LINK_1337,1535,테헤란로13길,4166718,"[37.50261923501215, 127.03090529728183]","[37.50298918541653, 127.03072162057848]",170.38199999999998
1338,LINK_1338,1541,테헤란로13길,4166718,"[37.5011535526328, 127.03201198004112]","[37.5012691798944, 127.03238544096563]",56.794
1339,LINK_1339,1541,테헤란로13길,4166718,"[37.5012691798944, 127.03238544096563]","[37.5017853455466, 127.03213681845936]",137.945
1340,LINK_1340,1551,테헤란로13길,4166718,"[37.50325766324377, 127.03069176665123]","[37.503690952155, 127.03105884697851]",85.191
1341,LINK_1341,548,테헤란로14길,4166719,"[37.499553383795465, 127.03278629894932]","[37.498917054537145, 127.03308676605654]",0.0
1342,LINK_1342,548,테헤란로14길,4166719,"[37.498917054537145, 127.03308676605654]","[37.49788080999217, 127.03357604661274]",50.171
1343,LINK_1343,548,테헤란로14길,4166719,"[37.49788080999217, 127.03357604661274]","[37.49710830192701, 127.03394079786696]",70.488
1344,LINK_1344,548,테헤란로14길,4166719,"[37.49710830192701, 127.03394079786696]","[37.496715631484975, 127.03412619853313]",50.171
1345,LINK_1345,548,테헤란로14길,4166719,"[37.496715631484975, 127.03412619853313]","[37.49624322084284, 127.03434924165896]",56.794
1346,LINK_1346,1185,테헤란로14길,4166719,"[37.496715631484975, 127.03412619853313]","[37.49645938601178, 127.03330442341185]",56.794
1347,LINK_1347,1186,테헤란로14길,4166719,"[37.49710830192701, 127.03394079786696]","[37.49728422533486, 127.03454679254857]",50.171
1348,LINK_1348,549,테헤란로16길,4166720,"[37.49909799486139, 127.03368160247786]","[37.49806315223977, 127.03417524171455]",78.568
1349,LINK_1349,549,테헤란로16길,4166720,"[37.49806315223977, 127.03417524171455]","[37.49753150142353, 127.03442884073738]",50.171
1350,LINK_1350,549,테헤란로16길,4166720,"[37.49753150142353, 127.03442884073738]","[37.49728422533486, 127.03454679254857]",56.794
1351,LINK_1351,549,테헤란로16길,4166720,"[37.49728422533486, 127.03454679254857]","[37.49685117422854, 127.03475335321615]",113.588
1352,LINK_1352,549,테헤란로16길,4166720,"[37.49685117422854, 127.03475335321615]","[37.496795784308645, 127.03496438840156]",52.754
1353,LINK_1353,522,테헤란로19길,4166721,"[37.499915453853994, 127.03394237346761]","[37.500622336194695, 127.03359836641405]",0.0
1354,LINK_1354,522,테헤란로19길,4166721,"[37.500622336194695, 127.03359836641405]","[37.50124946864764, 127.03329316574137]",50.171
1355,LINK_1355,522,테헤란로19길,4166721,"[37.50124946864764, 127.03329316574137]","[37.50153624888425, 127.03315359724434]",78.568
1356,LINK_1356,522,테헤란로19길,4166721,"[37.50153624888425, 127.03315359724434]","[37.50185948806809, 127.03299628762876]",85.191
1357,LINK_1357,522,테헤란로19길,4166721,"[37.50185948806809, 127.03299628762876]","[37.502036025534814, 127.03291036675894]",159.719
1358,LINK_1358,522,테헤란로19길,4166721,"[37.502036025534814, 127.03291036675894]","[37.50221603117871, 127.03296239660664]",131.322
1359,LINK_1359,522,테헤란로19길,4166721,"[37.50221603117871, 127.03296239660664]","[37.502705668008616, 127.03310392268575]",52.754
1360,LINK_1360,522,테헤란로19길,4166721,"[37.502705668008616, 127.03310392268575]","[37.503209992062786, 127.03286987317786]",109.548
1361,LINK_1361,522,테헤란로19길,4166721,"[37.503209992062786, 127.03286987317786]","[37.50350651097809, 127.03273225999786]",52.754
1362,LINK_1362,522,테헤란로19길,4166721,"[37.50350651097809, 127.03273225999786]","[37.503767192645405, 127.03261127836932]",85.191
1363,LINK_1363,522,테헤란로19길,4166721,"[37.503767192645405, 127.03261127836932]","[37.50377239204121, 127.03260886030563]",109.548
1364,LINK_1364,522,테헤란로19길,4166721,"[37.50377239204121, 127.03260886030563]","[37.50427144900211, 127.0316934715948]",109.548
1365,LINK_1365,522,테헤란로19길,4166721,"[37.50427144900211, 127.0316934715948]","[37.50449502200243, 127.03159005659369]",56.794
1366,LINK_1366,522,테헤란로19길,4166721,"[37.50449502200243, 127.03159005659369]","[37.50464684827273, 127.03130916512954]",85.191
1367,LINK_1367,522,테헤란로19길,4166721,"[37.50464684827273, 127.03130916512954]","[37.50482324642911, 127.030982794998]",85.191
1368,LINK_1368,1172,테헤란로19길,4166721,"[37.502036025534814, 127.03291036675894]","[37.50185199285715, 127.03234294361341]",131.322
1369,LINK_1369,1172,테헤란로19길,4166721,"[37.50185199285715, 127.03234294361341]","[37.50178535454489, 127.03213686369959]",56.794
1370,LINK_1370,1172,테헤란로19길,4166721,"[37.50178535454489, 127.03213686369959]","[37.5017853455466, 127.03213681845936]",28.397
1371,LINK_1371,1172,테헤란로19길,4166721,"[37.5017853455466, 127.03213681845936]","[37.50166495994336, 127.03176450695786]",28.397
1372,LINK_1372,1179,테헤란로19길,4166721,"[37.50221603117871, 127.03296239660664]","[37.50218646124217, 127.03312808660169]",52.754
1373,LINK_1373,1179,테헤란로19길,4166721,"[37.50218646124217, 127.03312808660169]","[37.50227086813869, 127.03335784622]",141.98499999999999
1374,LINK_1374,1179,테헤란로19길,4166721,"[37.50227086813869, 127.03335784622]","[37.50227661136672, 127.03364307832987]",141.98499999999999
1375,LINK_1375,1179,테헤란로19길,4166721,"[37.50227661136672, 127.03364307832987]","[37.502276629266746, 127.03364351939688]",113.588
1376,LINK_1376,1179,테헤란로19길,4166721,"[37.502276629266746, 127.03364351939688]","[37.50227967452144, 127.03371015458968]",113.588
1377,LINK_1377,1179,테헤란로19길,4166721,"[37.50227967452144, 127.03371015458968]","[37.50245464428519, 127.03428226239187]",85.191
