,LINK_NO,RDS_MAN_NO,RN,RN_CD,SP,EP,LUX
389,LINK_389,58,강남대로92길,4166036,"[37.49875820621008, 127.02811862517099]","[37.49920364776728, 127.02957393659928]",87.096
390,LINK_390,58,강남대로92길,4166036,"[37.49920364776728, 127.02957393659928]","[37.499208961302465, 127.02962176329464]",24.357
391,LINK_391,58,강남대로92길,4166036,"[37.499208961302465, 127.02962176329464]","[37.49921404107608, 127.02966741862879]",24.357
392,LINK_392,58,강남대로92길,4166036,"[37.49921404107608, 127.02966741862879]","[37.49955702254497, 127.03078690404308]",67.905
393,LINK_393,57,강남대로94길,4166037,"[37.49926431529261, 127.02787752101645]","[37.49972224652824, 127.02937571723741]",102.925
394,LINK_394,57,강남대로94길,4166037,"[37.49972224652824, 127.02937571723741]","[37.49982210781679, 127.02970243289336]",102.925
395,LINK_395,57,강남대로94길,4166037,"[37.49982210781679, 127.02970243289336]","[37.500077230739386, 127.03053718080484]",81.151
396,LINK_396,57,강남대로94길,4166037,"[37.500077230739386, 127.03053718080484]","[37.50034222353847, 127.03140423660506]",52.754
397,LINK_397,57,강남대로94길,4166037,"[37.50034222353847, 127.03140423660506]","[37.500449614254755, 127.03175561418101]",21.774
398,LINK_398,57,강남대로94길,4166037,"[37.500449614254755, 127.03175561418101]","[37.500468609402304, 127.03181776447028]",78.568
399,LINK_399,57,강남대로94길,4166037,"[37.500468609402304, 127.03181776447028]","[37.5006085603091, 127.03227570957851]",78.568
400,LINK_400,57,강남대로94길,4166037,"[37.5006085603091, 127.03227570957851]","[37.50075662032665, 127.03272645594863]",74.52799999999999
401,LINK_401,57,강남대로94길,4166037,"[37.50075662032665, 127.03272645594863]","[37.50077958631191, 127.0327963663597]",85.191
402,LINK_402,57,강남대로94길,4166037,"[37.50077958631191, 127.0327963663597]","[37.50073002726205, 127.03304913532072]",85.191
403,LINK_403,57,강남대로94길,4166037,"[37.50073002726205, 127.03304913532072]","[37.500672329487536, 127.03334341573203]",85.191
404,LINK_404,57,강남대로94길,4166037,"[37.500672329487536, 127.03334341573203]","[37.500622336194695, 127.03359836641405]",28.397
405,LINK_405,57,강남대로94길,4166037,"[37.500622336194695, 127.03359836641405]","[37.500774064503105, 127.03409174063974]",50.171
406,LINK_406,57,강남대로94길,4166037,"[37.500774064503105, 127.03409174063974]","[37.500859690389454, 127.0343701714815]",102.925
407,LINK_407,57,강남대로94길,4166037,"[37.500859690389454, 127.0343701714815]","[37.500901116809956, 127.03450486858284]",238.28699999999995
408,LINK_408,57,강남대로94길,4166037,"[37.500901116809956, 127.03450486858284]","[37.50099493330713, 127.03480992543469]",188.11599999999999
409,LINK_409,57,강남대로94길,4166037,"[37.50099493330713, 127.03480992543469]","[37.50112970650081, 127.0352481540421]",131.322
410,LINK_410,1174,강남대로94길,4166037,"[37.50034222353847, 127.03140423660506]","[37.50091824821918, 127.03112500927764]",21.774
411,LINK_411,1174,강남대로94길,4166037,"[37.50091824821918, 127.03112500927764]","[37.50139838538282, 127.03089226571808]",109.548
412,LINK_412,1175,강남대로94길,4166037,"[37.500468609402304, 127.03181776447028]","[37.50103856953067, 127.03154560556332]",78.568
413,LINK_413,1175,강남대로94길,4166037,"[37.50103856953067, 127.03154560556332]","[37.50091824821918, 127.03112500927764]",85.191
414,LINK_414,1244,강남대로94길,4166037,"[37.49982210781679, 127.02970243289336]","[37.501131515861566, 127.02907141691587]",81.151
415,LINK_415,1626,강남대로94길,4166037,"[37.50073002726205, 127.03304913532072]","[37.50096167196049, 127.03312421149825]",85.191
416,LINK_416,1626,강남대로94길,4166037,"[37.50096167196049, 127.03312421149825]","[37.50145264401269, 127.03288787753976]",85.191
417,LINK_417,56,강남대로96길,4166038,"[37.499507096652025, 127.02685625246009]","[37.49974694133835, 127.0276476011738]",0.0
418,LINK_418,56,강남대로96길,4166038,"[37.49974694133835, 127.0276476011738]","[37.49986628998051, 127.02804138299332]",78.568
419,LINK_419,56,강남대로96길,4166038,"[37.49986628998051, 127.02804138299332]","[37.50011405845285, 127.02885892224741]",85.191
420,LINK_420,1246,강남대로96길,4166038,"[37.49986628998051, 127.02804138299332]","[37.50029875961016, 127.02784333591556]",85.191
421,LINK_421,55,강남대로98길,4166039,"[37.50036295147544, 127.02645109408468]","[37.50060303368364, 127.0272397590849]",0.0
422,LINK_422,55,강남대로98길,4166039,"[37.50060303368364, 127.0272397590849]","[37.50075119504085, 127.02772648070405]",56.794
423,LINK_423,55,강남대로98길,4166039,"[37.50075119504085, 127.02772648070405]","[37.50079876002991, 127.02788273103495]",56.794
424,LINK_424,55,강남대로98길,4166039,"[37.50079876002991, 127.02788273103495]","[37.500989008899886, 127.02850775695431]",78.568
425,LINK_425,55,강남대로98길,4166039,"[37.500989008899886, 127.02850775695431]","[37.500995028798535, 127.02858115466246]",56.794
426,LINK_426,55,강남대로98길,4166039,"[37.500995028798535, 127.02858115466246]","[37.500985641706926, 127.02865398135559]",85.191
427,LINK_427,55,강남대로98길,4166039,"[37.500985641706926, 127.02865398135559]","[37.50096156954477, 127.02872137437453]",85.191
428,LINK_428,55,강남대로98길,4166039,"[37.50096156954477, 127.02872137437453]","[37.5009244352146, 127.02877858449098]",109.548
429,LINK_429,55,강남대로98길,4166039,"[37.5009244352146, 127.02877858449098]","[37.50087676241572, 127.02882176754845]",109.548
430,LINK_430,55,강남대로98길,4166039,"[37.50087676241572, 127.02882176754845]","[37.500787192655366, 127.02886715183284]",109.548
431,LINK_431,1247,강남대로98길,4166039,"[37.50075119504085, 127.02772648070405]","[37.50032545508326, 127.0279290782046]",56.794
432,LINK_432,88,논현로101길,4166106,"[37.50473771998506, 127.03508324355184]","[37.504486991023896, 127.03424562543779]",0.0
433,LINK_433,88,논현로101길,4166106,"[37.504486991023896, 127.03424562543779]","[37.50443078627367, 127.03414969601893]",131.322
434,LINK_434,88,논현로101길,4166106,"[37.50443078627367, 127.03414969601893]","[37.504153390680045, 127.03367625024195]",131.322
435,LINK_435,88,논현로101길,4166106,"[37.504153390680045, 127.03367625024195]","[37.504025850386704, 127.03345856726784]",81.151
436,LINK_436,1026,논현로101길,4166106,"[37.50443078627367, 127.03414969601893]","[37.50475557085115, 127.03355049710859]",131.322
437,LINK_437,1026,논현로101길,4166106,"[37.50475557085115, 127.03355049710859]","[37.50498774726244, 127.03312216519305]",50.171
438,LINK_438,1027,논현로101길,4166106,"[37.504153390680045, 127.03367625024195]","[37.5046213945941, 127.0328095726628]",81.151
439,LINK_439,123,논현로102길,4166107,"[37.50473771998506, 127.03508324355184]","[37.50499006061279, 127.03593520860784]",0.0
440,LINK_440,123,논현로102길,4166107,"[37.50499006061279, 127.03593520860784]","[37.50510237604377, 127.03631442714236]",81.151
441,LINK_441,123,논현로102길,4166107,"[37.50510237604377, 127.03631442714236]","[37.50516212469172, 127.03651616245456]",81.151
442,LINK_442,123,논현로102길,4166107,"[37.50516212469172, 127.03651616245456]","[37.50528090292831, 127.0366689662565]",81.151
443,LINK_443,123,논현로102길,4166107,"[37.50528090292831, 127.0366689662565]","[37.50535707112317, 127.03676695508852]",56.794
444,LINK_444,123,논현로102길,4166107,"[37.50535707112317, 127.03676695508852]","[37.50544802506163, 127.03707360359192]",109.548
445,LINK_445,123,논현로102길,4166107,"[37.50544802506163, 127.03707360359192]","[37.505574369143616, 127.037499609835]",52.754
446,LINK_446,123,논현로102길,4166107,"[37.505574369143616, 127.037499609835]","[37.505702916847035, 127.03793302645686]",50.171
447,LINK_447,123,논현로102길,4166107,"[37.505702916847035, 127.03793302645686]","[37.50584425371265, 127.03840624986557]",131.322
448,LINK_448,123,논현로102길,4166107,"[37.50584425371265, 127.03840624986557]","[37.50588274907336, 127.03853513217979]",137.945
449,LINK_449,123,논현로102길,4166107,"[37.50588274907336, 127.03853513217979]","[37.50595001885629, 127.03876036548124]",194.73899999999998
450,LINK_450,123,논현로102길,4166107,"[37.50595001885629, 127.03876036548124]","[37.50599126795904, 127.03889848961666]",170.38199999999998
451,LINK_451,123,논현로102길,4166107,"[37.50599126795904, 127.03889848961666]","[37.506185054687684, 127.0395473504546]",113.588
452,LINK_452,123,논현로102길,4166107,"[37.506185054687684, 127.0395473504546]","[37.506292292429286, 127.03990642374363]",56.794
453,LINK_453,892,논현로102길,4166107,"[37.50510237604377, 127.03631442714236]","[37.505713094754704, 127.03602325880615]",81.151
454,LINK_454,893,논현로102길,4166107,"[37.50528090292831, 127.0366689662565]","[37.50582821853846, 127.03641081772213]",56.794
455,LINK_455,894,논현로102길,4166107,"[37.50544802506163, 127.03707360359192]","[37.50595281902742, 127.03683026452306]",52.754
456,LINK_456,895,논현로102길,4166107,"[37.505574369143616, 127.037499609835]","[37.50608025326842, 127.03725929345804]",50.171
457,LINK_457,1723,논현로104길,4166108,"[37.50554440022609, 127.0347049331168]","[37.50569667799883, 127.03521373476354]",0.0
458,LINK_458,1723,논현로104길,4166108,"[37.50569667799883, 127.03521373476354]","[37.506282440340826, 127.03494013080284]",106.965
459,LINK_459,87,논현로105길,4166109,"[37.50613336067611, 127.03442871457682]","[37.50595648287354, 127.03385203100706]",0.0
460,LINK_460,87,논현로105길,4166109,"[37.50595648287354, 127.03385203100706]","[37.50587726548172, 127.03359373855216]",81.151
461,LINK_461,87,논현로105길,4166109,"[37.50587726548172, 127.03359373855216]","[37.50586957592414, 127.03334219499378]",109.548
462,LINK_462,87,논현로105길,4166109,"[37.50586957592414, 127.03334219499378]","[37.50585177446556, 127.03275992744095]",78.568
463,LINK_463,87,논현로105길,4166109,"[37.50585177446556, 127.03275992744095]","[37.505822676703744, 127.03180872024478]",85.191
464,LINK_464,87,논현로105길,4166109,"[37.505822676703744, 127.03180872024478]","[37.505486525377094, 127.03069116368653]",21.774
465,LINK_465,87,논현로105길,4166109,"[37.505486525377094, 127.03069116368653]","[37.50516992667892, 127.0296386436417]",52.754
466,LINK_466,87,논현로105길,4166109,"[37.50516992667892, 127.0296386436417]","[37.50482611111245, 127.02849569111186]",52.754
467,LINK_467,87,논현로105길,4166109,"[37.50482611111245, 127.02849569111186]","[37.50480921219164, 127.02843953288942]",28.397
468,LINK_468,87,논현로105길,4166109,"[37.50480921219164, 127.02843953288942]","[37.504447558153494, 127.02723733453651]",0.0
469,LINK_469,87,논현로105길,4166109,"[37.504447558153494, 127.02723733453651]","[37.50431365778661, 127.02679224765043]",85.191
470,LINK_470,1071,논현로105길,4166109,"[37.50586957592414, 127.03334219499378]","[37.50464941415846, 127.03230078936312]",78.568
471,LINK_471,1225,논현로105길,4166109,"[37.50595648287354, 127.03385203100706]","[37.50667277046343, 127.03350868934095]",81.151
472,LINK_472,122,논현로106길,4166110,"[37.50613336067611, 127.03442871457682]","[37.506282440340826, 127.03494013080284]",0.0
473,LINK_473,122,논현로106길,4166110,"[37.506282440340826, 127.03494013080284]","[37.50638226354555, 127.03528279537451]",56.794
474,LINK_474,122,논현로106길,4166110,"[37.50638226354555, 127.03528279537451]","[37.50621556561488, 127.03536091630674]",56.794
475,LINK_475,122,논현로106길,4166110,"[37.50621556561488, 127.03536091630674]","[37.50632367018107, 127.03572637420368]",113.588
476,LINK_476,122,논현로106길,4166110,"[37.50632367018107, 127.03572637420368]","[37.50642329460108, 127.03606317011206]",56.794
477,LINK_477,122,논현로106길,4166110,"[37.50642329460108, 127.03606317011206]","[37.50652688749658, 127.0364133822491]",85.191
478,LINK_478,122,논현로106길,4166110,"[37.50652688749658, 127.0364133822491]","[37.50662605090695, 127.03674863031408]",85.191
479,LINK_479,122,논현로106길,4166110,"[37.50662605090695, 127.03674863031408]","[37.50675522204161, 127.03718532058474]",106.965
480,LINK_480,122,논현로106길,4166110,"[37.50675522204161, 127.03718532058474]","[37.506963714215324, 127.03789018614964]",131.322
481,LINK_481,122,논현로106길,4166110,"[37.506963714215324, 127.03789018614964]","[37.50706344946271, 127.03822737239942]",135.362
482,LINK_482,122,논현로106길,4166110,"[37.50706344946271, 127.03822737239942]","[37.507174506295506, 127.03860280408873]",113.588
483,LINK_483,122,논현로106길,4166110,"[37.507174506295506, 127.03860280408873]","[37.507276579593075, 127.03894789906845]",113.588
484,LINK_484,896,논현로106길,4166110,"[37.50662605090695, 127.03674863031408]","[37.506014979190134, 127.0370395472986]",106.965
485,LINK_485,897,논현로106길,4166110,"[37.50652688749658, 127.0364133822491]","[37.50591355693222, 127.03669811408213]",85.191
486,LINK_486,898,논현로106길,4166110,"[37.50642329460108, 127.03606317011206]","[37.50581306079567, 127.03635979239999]",85.191
487,LINK_487,899,논현로106길,4166110,"[37.50632367018107, 127.03572637420368]","[37.50570988135048, 127.03601244522423]",56.794
488,LINK_488,1735,논현로61길,4166183,"[37.49303008155417, 127.0405799700053]","[37.49277504701266, 127.03974609191471]",0.0
489,LINK_489,97,논현로63길,4166184,"[37.49349979814516, 127.04036624673937]","[37.49324700854296, 127.03952323985321]",24.357
490,LINK_490,97,논현로63길,4166184,"[37.49324700854296, 127.03952323985321]","[37.49242110818452, 127.03909722114105]",46.131
491,LINK_491,97,논현로63길,4166184,"[37.49242110818452, 127.03909722114105]","[37.492166048399184, 127.03825282738916]",127.282
492,LINK_492,97,논현로63길,4166184,"[37.492166048399184, 127.03825282738916]","[37.49195407001742, 127.03755107216023]",81.151
493,LINK_493,97,논현로63길,4166184,"[37.49195407001742, 127.03755107216023]","[37.491909713433145, 127.03740423232232]",109.548
494,LINK_494,97,논현로63길,4166184,"[37.491909713433145, 127.03740423232232]","[37.49165266127238, 127.0365532681206]",81.151
495,LINK_495,97,논현로63길,4166184,"[37.49165266127238, 127.0365532681206]","[37.49140350616436, 127.03572851299737]",81.151
496,LINK_496,97,논현로63길,4166184,"[37.49140350616436, 127.03572851299737]","[37.491125999274274, 127.03480992083162]",81.151
497,LINK_497,133,논현로64길,4166185,"[37.49349979814516, 127.04036624673937]","[37.493762781139225, 127.04120894807856]",24.357
498,LINK_498,133,논현로64길,4166185,"[37.493762781139225, 127.04120894807856]","[37.49361409638173, 127.04208952919123]",46.131
499,LINK_499,133,논현로64길,4166185,"[37.49361409638173, 127.04208952919123]","[37.49371017042337, 127.04240187202576]",46.131
500,LINK_500,133,논현로64길,4166185,"[37.49371017042337, 127.04240187202576]","[37.49380029476773, 127.04269488713147]",24.357
501,LINK_501,133,논현로64길,4166185,"[37.49380029476773, 127.04269488713147]","[37.49392453629886, 127.0430988075988]",0.0
502,LINK_502,133,논현로64길,4166185,"[37.49392453629886, 127.0430988075988]","[37.494032280161576, 127.04344912039151]",46.131
503,LINK_503,881,논현로64길,4166185,"[37.49392453629886, 127.0430988075988]","[37.49427372160426, 127.04293664082745]",46.131
504,LINK_504,881,논현로64길,4166185,"[37.49427372160426, 127.04293664082745]","[37.494581958604456, 127.04279349278404]",24.357
505,LINK_505,96,논현로65길,4166186,"[37.49337771839472, 127.03946151987489]","[37.49316039149165, 127.03874326040962]",81.151
506,LINK_506,96,논현로65길,4166186,"[37.49316039149165, 127.03874326040962]","[37.492973167863475, 127.03812451718169]",102.925
507,LINK_507,96,논현로65길,4166186,"[37.492973167863475, 127.03812451718169]","[37.49290420366268, 127.03789658612145]",109.548
508,LINK_508,96,논현로65길,4166186,"[37.49290420366268, 127.03789658612145]","[37.492647802719496, 127.03704926166435]",52.754
509,LINK_509,96,논현로65길,4166186,"[37.492647802719496, 127.03704926166435]","[37.492391224668204, 127.03620135491522]",81.151
510,LINK_510,1274,논현로65길,4166186,"[37.492973167863475, 127.03812451718169]","[37.493366269404476, 127.03793551706814]",109.548
511,LINK_511,1274,논현로65길,4166186,"[37.493366269404476, 127.03793551706814]","[37.4932953946626, 127.0377077876065]",56.794
512,LINK_512,132,논현로66길,4166187,"[37.49406595179315, 127.04106778143999]","[37.494260645274494, 127.04171889722748]",0.0
513,LINK_513,132,논현로66길,4166187,"[37.494260645274494, 127.04171889722748]","[37.49437332159477, 127.04209572958669]",0.0
514,LINK_514,132,논현로66길,4166187,"[37.49437332159477, 127.04209572958669]","[37.49448596971168, 127.04247247259802]",24.357
515,LINK_515,132,논현로66길,4166187,"[37.49448596971168, 127.04247247259802]","[37.494581958604456, 127.04279349278404]",24.357
516,LINK_516,132,논현로66길,4166187,"[37.494581958604456, 127.04279349278404]","[37.49459215500705, 127.04282760348735]",24.357
517,LINK_517,132,논현로66길,4166187,"[37.49459215500705, 127.04282760348735]","[37.494686586040544, 127.04314341069781]",24.357
518,LINK_518,1345,논현로66길,4166187,"[37.49448596971168, 127.04247247259802]","[37.49417422671993, 127.04261989427759]",24.357
519,LINK_519,1345,논현로66길,4166187,"[37.49417422671993, 127.04261989427759]","[37.49427372160426, 127.04293664082745]",0.0
520,LINK_520,95,논현로67길,4166188,"[37.49440488447542, 127.03993719146587]","[37.494166848957036, 127.03915478276207]",21.774
521,LINK_521,95,논현로67길,4166188,"[37.494166848957036, 127.03915478276207]","[37.494131968972376, 127.03910537198013]",52.754
522,LINK_522,95,논현로67길,4166188,"[37.494131968972376, 127.03910537198013]","[37.494109670269395, 127.03907377761223]",81.151
523,LINK_523,95,논현로67길,4166188,"[37.494109670269395, 127.03907377761223]","[37.49402040218876, 127.03877987274143]",105.508
524,LINK_524,95,논현로67길,4166188,"[37.49402040218876, 127.03877987274143]","[37.49390149394298, 127.03838841158085]",133.905
525,LINK_525,95,논현로67길,4166188,"[37.49390149394298, 127.03838841158085]","[37.4938295147137, 127.03815145224785]",85.191
526,LINK_526,95,논현로67길,4166188,"[37.4938295147137, 127.03815145224785]","[37.493743214622754, 127.03786733236643]",113.588
527,LINK_527,95,논현로67길,4166188,"[37.493743214622754, 127.03786733236643]","[37.49365887604787, 127.03758969351657]",56.794
528,LINK_528,95,논현로67길,4166188,"[37.49365887604787, 127.03758969351657]","[37.49364369143846, 127.03753969393685]",52.754
529,LINK_529,95,논현로67길,4166188,"[37.49364369143846, 127.03753969393685]","[37.49353304204185, 127.0371754474259]",81.151
530,LINK_530,95,논현로67길,4166188,"[37.49353304204185, 127.0371754474259]","[37.49338675593405, 127.03669386603987]",113.588
531,LINK_531,95,논현로67길,4166188,"[37.49338675593405, 127.03669386603987]","[37.493299966264146, 127.03640814356814]",106.965
532,LINK_532,95,논현로67길,4166188,"[37.493299966264146, 127.03640814356814]","[37.49313018342181, 127.03584924273292]",78.568
533,LINK_533,95,논현로67길,4166188,"[37.49313018342181, 127.03584924273292]","[37.492877763590826, 127.03501833210592]",105.508
534,LINK_534,95,논현로67길,4166188,"[37.492877763590826, 127.03501833210592]","[37.492823267792176, 127.03483894363377]",81.151
535,LINK_535,95,논현로67길,4166188,"[37.492823267792176, 127.03483894363377]","[37.49259952969837, 127.03410247197685]",81.151
536,LINK_536,1295,논현로67길,4166188,"[37.49353304204185, 127.0371754474259]","[37.49378015027737, 127.03705564428304]",113.588
537,LINK_537,1352,논현로67길,4166188,"[37.49402040218876, 127.03877987274143]","[37.49367764584875, 127.03894471888736]",133.905
538,LINK_538,1352,논현로67길,4166188,"[37.49367764584875, 127.03894471888736]","[37.493774389463894, 127.03927421242993]",113.588
539,LINK_539,131,논현로68길,4166189,"[37.49440488447542, 127.03993719146587]","[37.494659298120325, 127.04079151036957]",21.774
540,LINK_540,131,논현로68길,4166189,"[37.494659298120325, 127.04079151036957]","[37.49479934537673, 127.04126181913793]",46.131
541,LINK_541,131,논현로68길,4166189,"[37.49479934537673, 127.04126181913793]","[37.49496616485534, 127.04182203218964]",0.0
542,LINK_542,131,논현로68길,4166189,"[37.49496616485534, 127.04182203218964]","[37.4950677978026, 127.04216332081889]",0.0
543,LINK_543,131,논현로68길,4166189,"[37.4950677978026, 127.04216332081889]","[37.4951289948788, 127.04236884541876]",0.0
544,LINK_544,131,논현로68길,4166189,"[37.4951289948788, 127.04236884541876]","[37.49516915077753, 127.04250367164394]",24.357
545,LINK_545,131,논현로68길,4166189,"[37.49516915077753, 127.04250367164394]","[37.49527744131522, 127.04286734463257]",24.357
546,LINK_546,130,논현로70길,4166191,"[37.49526075398784, 127.04051145091664]","[37.49550198107615, 127.04131451447931]",24.357
547,LINK_547,130,논현로70길,4166191,"[37.49550198107615, 127.04131451447931]","[37.49557060510053, 127.04154297657206]",24.357
548,LINK_548,130,논현로70길,4166191,"[37.49557060510053, 127.04154297657206]","[37.495729316152776, 127.04207134765907]",24.357
549,LINK_549,130,논현로70길,4166191,"[37.495729316152776, 127.04207134765907]","[37.4958828140703, 127.04258240519695]",0.0
550,LINK_550,94,논현로71길,4166192,"[37.49517733868677, 127.03957439222867]","[37.49502467262764, 127.03906978038715]",0.0
551,LINK_551,94,논현로71길,4166192,"[37.49502467262764, 127.03906978038715]","[37.49492249802231, 127.03873208054337]",56.794
552,LINK_552,94,논현로71길,4166192,"[37.49492249802231, 127.03873208054337]","[37.494817451003705, 127.0383855938225]",85.191
553,LINK_553,94,논현로71길,4166192,"[37.494817451003705, 127.0383855938225]","[37.4947237979968, 127.03807669035123]",85.191
554,LINK_554,94,논현로71길,4166192,"[37.4947237979968, 127.03807669035123]","[37.494579766102866, 127.03760162539227]",85.191
555,LINK_555,94,논현로71길,4166192,"[37.494579766102866, 127.03760162539227]","[37.49454474343916, 127.03748609683856]",131.322
556,LINK_556,94,논현로71길,4166192,"[37.49454474343916, 127.03748609683856]","[37.494400556141116, 127.03701054782871]",102.925
557,LINK_557,94,논현로71길,4166192,"[37.494400556141116, 127.03701054782871]","[37.49434872781381, 127.03683961392052]",56.794
558,LINK_558,94,논현로71길,4166192,"[37.49434872781381, 127.03683961392052]","[37.4942553497905, 127.03653164169386]",113.588
559,LINK_559,94,논현로71길,4166192,"[37.4942553497905, 127.03653164169386]","[37.494187732583754, 127.03630862780204]",194.73899999999998
560,LINK_560,94,논현로71길,4166192,"[37.494187732583754, 127.03630862780204]","[37.49407866384345, 127.03594890437981]",166.34199999999998
561,LINK_561,94,논현로71길,4166192,"[37.49407866384345, 127.03594890437981]","[37.49393251702392, 127.03546692616518]",81.151
562,LINK_562,1292,논현로71길,4166192,"[37.49407866384345, 127.03594890437981]","[37.49365850525052, 127.03614900858028]",81.151
563,LINK_563,1348,논현로71길,4166192,"[37.49502467262764, 127.03906978038715]","[37.4946376444392, 127.03925152200796]",56.794
564,LINK_564,1348,논현로71길,4166192,"[37.4946376444392, 127.03925152200796]","[37.49453388402844, 127.0389155869242]",85.191
565,LINK_565,1349,논현로71길,4166192,"[37.49454474343916, 127.03748609683856]","[37.494243710075736, 127.03763504848116]",102.925
566,LINK_566,1349,논현로71길,4166192,"[37.494243710075736, 127.03763504848116]","[37.494325368473795, 127.03789672133057]",109.548
567,LINK_567,1350,논현로71길,4166192,"[37.494400556141116, 127.03701054782871]","[37.4940904048788, 127.037160740639]",56.794
568,LINK_568,1350,논현로71길,4166192,"[37.4940904048788, 127.037160740639]","[37.49404061136426, 127.03699533789444]",166.34199999999998
569,LINK_569,1350,논현로71길,4166192,"[37.49404061136426, 127.03699533789444]","[37.49434872781381, 127.03683961392052]",194.73899999999998
570,LINK_570,1351,논현로71길,4166192,"[37.4942553497905, 127.03653164169386]","[37.493848669686756, 127.03673004192913]",194.73899999999998
571,LINK_571,1351,논현로71길,4166192,"[37.493848669686756, 127.03673004192913]","[37.49377908020947, 127.03650517364711]",166.34199999999998
572,LINK_572,129,논현로72길,4166193,"[37.49517733868677, 127.03957439222867]","[37.49556793379046, 127.04036842617629]",0.0
573,LINK_573,129,논현로72길,4166193,"[37.49556793379046, 127.04036842617629]","[37.495771269819286, 127.04078180216177]",21.774
574,LINK_574,129,논현로72길,4166193,"[37.495771269819286, 127.04078180216177]","[37.496037964392315, 127.04132396989763]",46.131
575,LINK_575,129,논현로72길,4166193,"[37.496037964392315, 127.04132396989763]","[37.49651141762036, 127.04228650470402]",24.357
576,LINK_576,1725,논현로74길,4166194,"[37.496285849492935, 127.03906042662402]","[37.49677783253142, 127.04006330815795]",0.0
577,LINK_577,93,논현로75길,4166195,"[37.49671178816369, 127.03886053816537]","[37.49655554968771, 127.03833168189959]",0.0
578,LINK_578,93,논현로75길,4166195,"[37.49655554968771, 127.03833168189959]","[37.496389939172566, 127.03777111475742]",28.397
579,LINK_579,93,논현로75길,4166195,"[37.496389939172566, 127.03777111475742]","[37.496214749154575, 127.0371781133292]",28.397
580,LINK_580,93,논현로75길,4166195,"[37.496214749154575, 127.0371781133292]","[37.49643954259171, 127.03632169314264]",52.754
581,LINK_581,93,논현로75길,4166195,"[37.49643954259171, 127.03632169314264]","[37.49662013264678, 127.03563261154535]",81.151
582,LINK_582,93,논현로75길,4166195,"[37.49662013264678, 127.03563261154535]","[37.496795784308645, 127.03496438840156]",81.151
583,LINK_583,128,논현로76길,4166196,"[37.49671178816369, 127.03886053816537]","[37.496996605043314, 127.03981119766756]",0.0
584,LINK_584,128,논현로76길,4166196,"[37.496996605043314, 127.03981119766756]","[37.497168690979244, 127.04015831903308]",21.774
585,LINK_585,128,논현로76길,4166196,"[37.497168690979244, 127.04015831903308]","[37.497448562531865, 127.04072289234419]",0.0
586,LINK_586,128,논현로76길,4166196,"[37.497448562531865, 127.04072289234419]","[37.49767172490662, 127.04117306543723]",24.357
587,LINK_587,128,논현로76길,4166196,"[37.49767172490662, 127.04117306543723]","[37.497899864666536, 127.04163329717493]",0.0
588,LINK_588,1731,논현로77길,4166197,"[37.49718979424684, 127.0386350369782]","[37.49682664945612, 127.03743037786192]",0.0
589,LINK_589,92,논현로79길,4166198,"[37.49785710959833, 127.03832023198393]","[37.497692697885604, 127.03778742944573]",0.0
590,LINK_590,92,논현로79길,4166198,"[37.497692697885604, 127.03778742944573]","[37.49755653435972, 127.03679071143006]",78.568
591,LINK_591,92,논현로79길,4166198,"[37.49755653435972, 127.03679071143006]","[37.497487577351464, 127.0362859697294]",85.191
592,LINK_592,92,논현로79길,4166198,"[37.497487577351464, 127.0362859697294]","[37.4974468674261, 127.03598800620165]",102.925
593,LINK_593,92,논현로79길,4166198,"[37.4974468674261, 127.03598800620165]","[37.49739097097749, 127.0355788737525]",102.925
594,LINK_594,92,논현로79길,4166198,"[37.49739097097749, 127.0355788737525]","[37.497374103758666, 127.0354554340976]",28.397
595,LINK_595,92,논현로79길,4166198,"[37.497374103758666, 127.0354554340976]","[37.49733841785113, 127.03519422624777]",85.191
596,LINK_596,92,논현로79길,4166198,"[37.49733841785113, 127.03519422624777]","[37.49715378034102, 127.03511602462684]",113.588
597,LINK_597,92,논현로79길,4166198,"[37.49715378034102, 127.03511602462684]","[37.49703699787667, 127.03506655449814]",113.588
598,LINK_598,92,논현로79길,4166198,"[37.49703699787667, 127.03506655449814]","[37.496795784308645, 127.03496438840156]",85.191
599,LINK_599,92,논현로79길,4166198,"[37.496795784308645, 127.03496438840156]","[37.496374905813134, 127.03478611722328]",109.548
600,LINK_600,92,논현로79길,4166198,"[37.496374905813134, 127.03478611722328]","[37.49624322084284, 127.03434924165896]",56.794
601,LINK_601,92,논현로79길,4166198,"[37.49624322084284, 127.03434924165896]","[37.496035801802016, 127.03366113295492]",78.568
602,LINK_602,92,논현로79길,4166198,"[37.496035801802016, 127.03366113295492]","[37.49599478021371, 127.03352503169896]",78.568
603,LINK_603,92,논현로79길,4166198,"[37.49599478021371, 127.03352503169896]","[37.49571976855743, 127.03261270246384]",85.191
604,LINK_604,1089,논현로79길,4166198,"[37.497487577351464, 127.0362859697294]","[37.4970489366786, 127.0360958074494]",102.925
605,LINK_605,1089,논현로79길,4166198,"[37.4970489366786, 127.0360958074494]","[37.4971158096975, 127.03584569569858]",85.191
606,LINK_606,1353,논현로79길,4166198,"[37.49703699787667, 127.03506655449814]","[37.497068002784964, 127.03496584420077]",85.191
607,LINK_607,1353,논현로79길,4166198,"[37.497068002784964, 127.03496584420077]","[37.49717726341649, 127.03491465437]",85.191
